jenis_kelamin,usia,pendidikan,pekerjaan,penghasilan,domisili,durasi_internet,aktivitas_online_meningkat,emoney_pilihan1,emoney_pilihan2,emoney_pilihan3,emoney_pilihan4,emoney_pilihan5,emoney_pilihan6,emoney_pilihan7,emoney_pilihan8,emoney_pilihan9,emoney_pilihan10,emoney_pilihan11,alasan_emoney_1,alasan_emoney_2,alasan_emoney_3,alasan_emoney_4,alasan_money_5,penggunaan_emoney_1,penggunaan_emoney_2,penggunaan_emoney_3,penggunaan_emoney_4,penggunaan_emoney_5,penggunaan_emoney_6,penggunaan_emoney_7,penggunaan_emoney_8,penggunaan_emoney_9,penggunaan_emoney_10,cara_topup_emoney_1,cara_topup_emoney_2,cara_topup_emoney_3,cara_topup_emoney_4,cara_topup_emoney_5,cara_topup_emoney_6,cara_topup_emoney_7,nominal_topup,freq_topup,keluhan_emoney_1,keluhan_emoney_2,keluhan_emoney_3,keluhan_emoney_4,penggunaan_qr_1,penggunaan_qr_2,penggunaan_qr_3,penggunaan_qr_4,lokasi_qr_1,lokasi_qr_2,lokasi_qr_3,lokasi_qr_4,lokasi_qr_5
,,,,,,,,GoPay,ShopeePay,OVO,,,,,,Brizzi,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,,,,Internet Banking,,,,Rp 100.001 – Rp 150.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,,,,eMoney Mandiri,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,,,,,Pembelian pulsa,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,Top up di minimarket,ATM,Internet Banking,,,Melalui loket PPOB,Rp 100.001 – Rp 150.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,Kartu eMoney tidak terdeteksi,,,,,,,,,,,
,,,,,,,,,ShopeePay,,Dana,,,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,Aman,,,Pembayaran e-commerce,,Pembelian pulsa,,Pembayaran di minimarket,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,,,,,,,,,,,
,,,,,,,,GoPay,,OVO,,eMoney Mandiri,,,,,,,,Efisien secara waktu,,,,,,Pembayaran e-commerce,,,Pembayaran tol,,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,Kartu eMoney tidak terdeteksi,,,QRIS,,OVO,,Cafe/ restaurant,,Supermarket/ Mall,,
,,,,,,,,GoPay,ShopeePay,,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,,,,,,Mobile Banking,Top up di minimarket,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),,,,,,GoPay,,,,Mini market,,,
,,,,,,,,,,OVO,,,,,,,,,Simple,,,,,,Pembayaran transportasi online,,,Pembelian pulsa,,,,,,,,,,Melalui Driver,,,Rp 150.001 – Rp 300.000,Sangat Sering (beberapa kali dalam seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,,GoPay,OVO,,,Mini market,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,,,,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,,,,eMoney Mandiri,,,,,,,Simple,,,,,,,,,,,Pembayaran di minimarket,,,,,Top up di minimarket,,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,,,,,,,,,
,,,,,,,,GoPay,,,,,,,,,,,,Efisien secara waktu,Promo,,,Pembelian delivery makanan,,,,,,,,,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Sering (kurang lebih 1 kali seminggu),,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,,,Cafe/ restaurant,,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,,LinkAja,,,,,Simple,Efisien secara waktu,,,,,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,,,,,,,,,,Simple,Efisien secara waktu,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,,,,,,,,Top up di minimarket,,,,,,"Rp 25.000 – Rp 50.000,-",Hanya mengisi jika akan menggunakan,,,Telah Top Up tapi saldo tidak bertambah,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,Flazz BCA,LinkAja,,,JakCard,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,,,,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,OVO,LinkAja,Cafe/ restaurant,,,,
,,,,,,,,GoPay,,OVO,,,,,,,,,Simple,,,,,Pembelian delivery makanan,,,,,,,,,,,,,Internet Banking,,,,Rp 50.001 – Rp 100.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,Kartu eMoney tidak terdeteksi,,,,,,,,,,,
,,,,,,,,GoPay,,,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,,Pembayaran e-commerce,,,,,,,,,,ATM,,Melalui Driver,,,"Rp 25.000 – Rp 50.000,-",Hanya mengisi jika akan menggunakan,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Tidak Menggunakan eMoney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,,,Flazz BCA,,,,,,Simple,,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,,,,Pembayaran tol,,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,Top up di minimarket,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,ShopeePay,,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,,,,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,,,,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,,,Pembelian pulsa,Pembayaran tol,,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sangat Sering (beberapa kali dalam seminggu),,,,,QRIS,GoPay,,,Cafe/ restaurant,,,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,,OVO,,,Flazz BCA,,,,,,Simple,,,,,Pembelian delivery makanan,,Pembayaran e-commerce,,,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,ShopeePay,OVO,,,,,,,,,,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,,,,,,,,Internet Banking,,,,Rp 150.001 – Rp 300.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,,,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,ShopeePay,OVO,,,Flazz BCA,,,,,,Simple,,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,Pembayaran tiket parkir,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,
,,,,,,,,GoPay,ShopeePay,,,,Flazz BCA,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,Pembayaran tol,,Pembayaran tiket parkir,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,,OVO,,,Flazz BCA,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,,Pembayaran tol,,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,,,Supermarket/ Mall,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,,,,Mobile Banking,,ATM,Internet Banking,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,,,,Brizzi,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Hanya mengisi jika akan menggunakan,,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,,,,,,,,Tidak Menggunakan eMoney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QRIS,,,,Cafe/ restaurant,,,,
,,,,,,,,GoPay,,,,,Flazz BCA,,,,,,Simple,,,,,,,,Pembayaran di restauran/ cafe,,,Pembayaran di minimarket,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,ShopeePay,OVO,Dana,,,,,,,,Simple,,,,,,,Pembayaran e-commerce,,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sangat Sering (beberapa kali dalam seminggu),,,Telah Top Up tapi saldo tidak bertambah,,QRIS,,OVO,,,,Supermarket/ Mall,,
,,,,,,,,,,,,,,,Tidak Menggunakan eMoney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,eMoney Mandiri,Flazz BCA,,,,,,Simple,,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,Top up di minimarket,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,,Dana,,,,,,,,,Efisien secara waktu,,,,,,Pembayaran e-commerce,,,,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,,Cafe/ restaurant,Mini market,,,
,,,,,,,,,ShopeePay,OVO,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,,Cafe/ restaurant,Mini market,,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,,,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Sering (kurang lebih 1 kali seminggu),,,,Nominal saldo berkurang tanpa digunakan untuk transaksi,QRIS,GoPay,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,,,,eMoney Mandiri,,LinkAja,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,,Pembelian delivery makanan,,,,,Pembayaran tol,,,,,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,,LinkAja,Cafe/ restaurant,,,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,,OVO,,,,,,,,,Simple,,Promo,,,,,,,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,,Telah Top Up tapi saldo tidak bertambah,,QRIS,,,,,,,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,ShopeePay,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,,,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,,GoPay,,,Cafe/ restaurant,,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,,,,eMoney Mandiri,Flazz BCA,,,,,,,,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,Pembayaran tol,,,Pembayaran transportasi umum,,,,,Internet Banking,,,,> Rp 300.000,Hanya mengisi jika akan menggunakan,,,,,QRIS,GoPay,,,Cafe/ restaurant,,,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,,,,,,,,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Sangat Sering (beberapa kali dalam seminggu),,,,,QRIS,,,,Cafe/ restaurant,Mini market,,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,Flazz BCA,,,,,,Simple,Efisien secara waktu,Promo,,Aman,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,ShopeePay,,Dana,,,,,,,,Simple,Efisien secara waktu,,,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,,Pembayaran di minimarket,,,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Sering (kurang lebih 1 kali seminggu),,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,
,,,,,,,,GoPay,,,Dana,eMoney Mandiri,,LinkAja,,,,,Simple,Efisien secara waktu,,,,Pembelian delivery makanan,,,,Pembelian pulsa,Pembayaran tol,,Pembayaran tiket parkir,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,,,,,Mini market,Supermarket/ Mall,,
,,,,,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Hanya mengisi jika akan menggunakan,,Kartu eMoney tidak terdeteksi,,,QRIS,,,,Cafe/ restaurant,,,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,,,,,,,,Efisien secara waktu,,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,,,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,,,Flazz BCA,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,> Rp 300.000,Hanya mengisi jika akan menggunakan,,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,,OVO,,,,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,,,,Pembayaran e-commerce,,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,
,,,,,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,Flazz BCA,,,,,,Simple,Efisien secara waktu,,,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,,,Flazz BCA,,,,,,Simple,Efisien secara waktu,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,,Pembayaran tol,,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,,,Cafe/ restaurant,,,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,,,,,,,,Rp 150.001 – Rp 300.000,,,,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,eMoney Mandiri,,LinkAja,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,Aman,,Pembayaran transportasi online,,,,Pembayaran tol,,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,OVO,LinkAja,Cafe/ restaurant,,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,,,,,eMoney Mandiri,,,,,,,Simple,Efisien secara waktu,,,,,,,,,,,Pembayaran tiket parkir,Pembayaran transportasi umum,,,Top up di minimarket,,,,,,"Rp 25.000 – Rp 50.000,-",Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,Kartu eMoney tidak terdeteksi,,,,GoPay,,,,Mini market,,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,GoPay,ShopeePay,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Hanya mengisi jika akan menggunakan,,,,Nominal saldo berkurang tanpa digunakan untuk transaksi,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,,,,Brizzi,,,Simple,Efisien secara waktu,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,,,,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,,,Pembayaran di restauran/ cafe,,,,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,,OVO,,eMoney Mandiri,Flazz BCA,,,,,,Simple,,,,,Pembelian delivery makanan,Pembayaran transportasi online,,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,,,,Brizzi,,,Simple,,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,
,,,,,,,,GoPay,,,Dana,,,,,,,,Simple,Efisien secara waktu,,,,,Pembayaran transportasi online,Pembayaran e-commerce,,,,,,,Pembayaran utilitas (PLN,,,ATM,,,,,Rp 150.001 – Rp 300.000,Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,,,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
