jenis_kelamin,usia,pendidikan,pekerjaan,penghasilan,domisili,durasi_internet,aktivitas_online_meningkat,aktivitas_online_meningkat_3bln,layanan_aktif_1,layanan_aktif_2,layanan_aktif_3,layanan_aktif_4,layanan_aktif_5,layanan_aktif_6,bank_1,bank_2,bank_3,bank_4,bank_5,bank_6,bank_7,freq_atm,freq_internet_bank,freq_mobile_bank,freq_sms_bank,freq_cabang,fitur_cekSaldo,fitur_mutasi,fitur_transfer_sesamabank,fitur_transfer_antarbank,fitur_pulsa,fitur_tagihan,keluhan_1,keluhan_2,keluhan3,keluhan 4,emoney_pilihan1,emoney_pilihan2,emoney_pilihan3,emoney_pilihan4,emoney_pilihan5,emoney_pilihan6,emoney_pilihan7,emoney_pilihan8,emoney_pilihan9,emoney_pilihan10,emoney_pilihan11,alasan_emoney_1,alasan_emoney_2,alasan_emoney_3,alasan_emoney_4,alasan_money_5,penggunaan_emoney_1,penggunaan_emoney_2,penggunaan_emoney_3,penggunaan_emoney_4,penggunaan_emoney_5,penggunaan_emoney_6,penggunaan_emoney_7,penggunaan_emoney_8,penggunaan_emoney_9,penggunaan_emoney_10,cara_topup_emoney_1,cara_topup_emoney_2,cara_topup_emoney_3,cara_topup_emoney_4,cara_topup_emoney_5,cara_topup_emoney_6,cara_topup_emoney_7,nominal_topup,freq_topup,keluhan_emoney_1,keluhan_emoney_2,keluhan_emoney_3,keluhan_emoney_4,penggunaan_qr_1,penggunaan_qr_2,penggunaan_qr_3,penggunaan_qr_4,lokasi_qr_1,lokasi_qr_2,lokasi_qr_3,lokasi_qr_4,lokasi_qr_5,lokasi_qr_6,freq_belanja_6bln,belanja_online_1,belanja_online_2,belanja_online_3,belanja_online_4,belanja_online_5,belanja_online_6,belanja_online_7,belanja_online_8,belanja_online_9,belanja_online_10,belanja_fashion,belanja_groceries,belanja_hp,belanja_laptop,belanja_elektronik,belanja_kosmetik,belanja_hobi,belanja_pulsa,belanja_makanan,belanja_pesawat,belanja_bioskop,tempat_belanja_online_1,tempat_belanja_online_2,tempat_belanja_online_3,tempat_belanja_online_4,tempat_belanja_online_5,tempat_belanja_online_6,tempat_belanja_online_7,tempat_belanja_online_8,ecommerce_1,ecommerce_2,ecommerce_3,ecommerce_4,ecommerce_5,ecommerce_6,ecommerce_7,ecommerce_8,ecommerce_9,ecommerce_10,ecommerce_11,ecommerce_12,food_delivery,alasan_offline_1,alasan_offline_2,alasan_offline_3,alasan_offline_4,alasan_offline_5,alasan_offline_6,alasan_offline_7,bayar_online_1,bayar_online_2,bayar_online_3,bayar_online_4,bayar_online_5,bayar_online_6,bayar_online_7,bayar_online_8,keluhan_online_1,keluhan_online_2,keluhan_online_3,keluhan_online_4,keluhan_online_5,keluhan_online_6
Wanita,48,S1,Karyawan Swasta,> Rp 10 juta,jakarta,8.0,Sama saja,,Mobile Banking,,,,,,,,,,,,,2-5 kali per bulan,,> 10 kali per bulan,,,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,ShopeePay,OVO,,,Flazz BCA,,,,,,Simple,,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,Pembayaran tiket parkir,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,,,Tetap,Membeli makanan dan minuman secara online,,Pembelian pulsa secara online,Belanja groceries / keperluan sehari-hari secara online,,,Booking transportasi jarak jauh kereta api/ pesawat secara online,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,,online,online,,,Marketplace (seperti Lazada,,,,,,,,,Gojek (GoFood,Tokopedia,,Traveloka,,,,,,,,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,,,,,Kartu Kredit / Debit Online,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Pria,37,S2,Karyawan Swasta,> Rp 10 juta,cilegon,2.0,Sama saja,,Mobile Banking,,Kartu Kredit,,,,Bank BNI,,Bank BCA,,,,,,,> 10 kali per bulan,,,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,ShopeePay,,,,Flazz BCA,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,Pembayaran tol,,Pembayaran tiket parkir,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,,,Pedagang kaki lima / warung-warung pinggir jalan,,Tetap,,,,,,,,,,,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,Gojek (GoFood,Tokopedia,,Traveloka,,,,,,,,GoFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,Sambil jalan-jalan,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,Transfer via Virtual Account,,,,,,,,,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Wanita,45,S1,Karyawan Swasta,> Rp 10 juta,jakarta,3.0,Ya,Melakukan video conference,Mobile Banking,,,Internet Banking,,,,Bank Mandiri,Bank BCA,,,,,2-5 kali per bulan,> 10 kali per bulan,> 10 kali per bulan,,,Mobile Banking,Internet Banking,Mobile Banking,Mobile Banking,Mobile Banking,Internet Banking,Layanan/ Sistem down,,,,GoPay,,OVO,,,Flazz BCA,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,,Pembayaran tol,,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,,,Supermarket/ Mall,,Pedagang kaki lima / warung-warung pinggir jalan,,Tetap,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,,,offline/ langsung datang ke toko fisik,online,,online,online,online,,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,Gojek (GoFood,,Grab (GrabFood,,,,,,,,,GoFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,Sambil jalan-jalan,Tidak perlu mengeluarkan biaya pengiriman,,,,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,,,
Wanita,19,SMA,Pelajar / Mahasiswa,< Rp 2 juta,bandung,7.0,Sama saja,Berbelanja online,Mobile Banking,ATM,,Internet Banking,,,Bank BNI,,,,Bank BRI,,,2-5 kali per bulan,> 10 kali per bulan,> 10 kali per bulan,,,Mobile Banking,Datang ke cabang bank,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,ShopeePay,,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,,,,Mobile Banking,,ATM,Internet Banking,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan,,Meningkat,Membeli makanan dan minuman secara online,,Pembelian pulsa secara online,Belanja groceries / keperluan sehari-hari secara online,Belanja kosmetik & alat kecantikan/ perawatan badan secara online,,Booking transportasi jarak jauh kereta api/ pesawat secara online,Booking Hotel secara online,,,online,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,Website toko online Instagram,,,,,,Shopee,Gojek (GoFood,,Grab (GrabFood,,,,,,,,,ShopeeFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,Sambil jalan-jalan,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,Transfer via ATM,,,,,,Pembayaran sudah dilakukan; barang tidak tersedia,Jumlah barang yang diterima kurang,,
Pria,19,SMA,Pelajar / Mahasiswa,< Rp 2 juta,medan,7.0,Sama saja,,Mobile Banking,,,,,,,,Bank BCA,,,,,,,> 10 kali per bulan,,,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,,,,Brizzi,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Hanya mengisi jika akan menggunakan,,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,,,Tetap,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,,Tokopedia,Grab (GrabFood,,,,,,,,,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,,,,,,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,,,,,,
Pria,56,S2,Profesional,> Rp 10 juta,jakarta,4.0,Tidak,,Mobile Banking,ATM,,Internet Banking,Datang ke Kantor Cabang,,,Bank Mandiri,Bank BCA,,,,,2-5 kali per bulan,6-9 kali per bulan,> 10 kali per bulan,,,Mobile Banking,ATM,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,,Proses tidak berhasil namun saldo terpotong,Transaksi / pembayaran yang sama terjadi dua kali,,,,,,,,,Tidak Menggunakan eMoney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QRIS,,,,Cafe/ restaurant,,,,,,Tetap,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,Padi UMKM,Shopee,Gojek (GoFood,,,Traveloka,,,,,,,,GoFood,Dapat memilih barang langsung,,Langsung dapat membawa pulang barang dan menggunakannya,,,,Tidak Familiar dengan aplikasi online untuk berbelanja atau memesan tiket,,Transfer via Virtual Account,,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,,,
Pria,20,SMA,Pelajar / Mahasiswa,< Rp 2 juta,bandung,10.0,Sama saja,,Mobile Banking,ATM,,,,,Bank BNI,,Bank BCA,,,,,2-5 kali per bulan,,6-9 kali per bulan,,,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,,,,,GoPay,,,,,Flazz BCA,,,,,,Simple,,,,,,,,Pembayaran di restauran/ cafe,,,Pembayaran di minimarket,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,Pedagang kaki lima / warung-warung pinggir jalan,,Menurun,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,online,online,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,,Gojek (GoFood,Tokopedia,,,,,,,,,,GoFood,,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,,,,,,Transfer via Virtual Account,,,,,,,,,,,,
Pria,39,S1,Karyawan Swasta,> Rp 10 juta,palembang,4.0,Ya,Akses media sosial,Mobile Banking,,,,,,Bank BNI,,Bank BCA,,,,,,,6-9 kali per bulan,,,,,,Mobile Banking,,,,Proses tidak berhasil namun saldo terpotong,,,,ShopeePay,OVO,Dana,,,,,,,,Simple,,,,,,,Pembayaran e-commerce,,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sangat Sering (beberapa kali dalam seminggu),,,Telah Top Up tapi saldo tidak bertambah,,QRIS,,OVO,,,,Supermarket/ Mall,,,,Tetap,,,,,,,,,,,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,offline/ langsung datang ke toko fisik,online,online,Marketplace (seperti Lazada,,,,,,,,Shopee,,Tokopedia,,,,,Bukalapak,,,,,Tidak pernah menggunakan layanan Food Delivery,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,,,,,,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,,,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Pria,46,D3,Karyawan Swasta,Rp 2 juta – Rp 5 juta,garut,5.0,Sama saja,Akses media sosial,Mobile Banking,,,,,,,,,,,,,,,Kurang dari/ setidaknya 1 kali per bulan,,,Mobile Banking,,,,,,,,,Tidak melakukan transaksi tapi saldo terpotong,,,,,,,,Tidak Menggunakan eMoney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,Marketplace (seperti Lazada,,,,,,,,,,Tokopedia,,,,,,,,,,,Dapat memilih barang langsung,,,,,,,,,,COD (Cash on Delivery),,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,,,
Wanita,19,SMA,Pelajar / Mahasiswa,< Rp 2 juta,tangerang,7.0,Sama saja,Streaming video/ film,Mobile Banking,,,,,,,,Bank BCA,,,,,2-5 kali per bulan,Tidak Pernah,> 10 kali per bulan,Tidak Pernah,Kurang dari/ setidaknya 1 kali per bulan,Mobile Banking,Internet Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,ShopeePay,OVO,Dana,eMoney Mandiri,Flazz BCA,,,,,,Simple,,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,Top up di minimarket,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan,,Meningkat,Membeli makanan dan minuman secara online,Belanja fashion & mode secara online,,,,Belanja buku,Booking transportasi jarak jauh kereta api/ pesawat secara online,,Belanja handphone,laptop/ komputer secara online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,Website toko online Instagram,,,,,,Shopee,Gojek (GoFood,Tokopedia,Grab (GrabFood,,,Tiket.com,,Blibli,,,,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,Sambil jalan-jalan,Tidak perlu mengeluarkan biaya pengiriman,,,,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,Transfer via ATM,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,,,
Pria,22,SMA,Pelajar / Mahasiswa,Rp 2 juta – Rp 5 juta,palembang,8.0,Sama saja,,,ATM,,Internet Banking,,SMS Banking,Bank BNI,,,,Bank BRI,,,6-9 kali per bulan,2-5 kali per bulan,2-5 kali per bulan,Kurang dari/ setidaknya 1 kali per bulan,,Mobile Banking,,,,,,Layanan/ Sistem down,,,,GoPay,ShopeePay,,Dana,,,,,,,,,Efisien secara waktu,,,,,,Pembayaran e-commerce,,,,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,,Cafe/ restaurant,Mini market,,,,,Tetap,,Belanja fashion & mode secara online,,,,,,,,,online,,online,online,online,offline/ langsung datang ke toko fisik,online,online,offline/ langsung datang ke toko fisik,online,online,Marketplace (seperti Lazada,,,,,,,,Shopee,,Tokopedia,,,,,Bukalapak,,,,,GoFood,,Dapat mengecek keaslian dan kualitas Lebih aman,,,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,,,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,,,
Pria,20,SMA,Pelajar / Mahasiswa,< Rp 2 juta,tasikmalaya,12.0,Sama saja,,Mobile Banking,ATM,,,,,Bank BNI,,,,,,,2-5 kali per bulan,,> 10 kali per bulan,,,,,,,Mobile Banking,ATM,Layanan/ Sistem down,,,,,ShopeePay,OVO,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,,Cafe/ restaurant,Mini market,,,Pedagang kaki lima / warung-warung pinggir jalan,,Tetap,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,online,online,Marketplace (seperti Lazada,,,,,,,,Shopee,Gojek (GoFood,Tokopedia,,,,,,,,,,ShopeeFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,Sambil jalan-jalan,,Lebih murah,,,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,,,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Pria,19,SMA,Pelajar / Mahasiswa,< Rp 2 juta,jakarta,,Tidak,,Mobile Banking,ATM,,,,,,,,Bank CIMB Niaga,,,,> 10 kali per bulan,,> 10 kali per bulan,,,Mobile Banking,,,,,Mobile Banking,Layanan/ Sistem down,,,,GoPay,,,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Sering (kurang lebih 1 kali seminggu),,,,Nominal saldo berkurang tanpa digunakan untuk transaksi,QRIS,GoPay,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,,Pasar tradisional,Menurun,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,Whatsapp,,,,Shopee,Gojek (GoFood,Tokopedia,,,,,,,,,,GoFood,,,,Sambil jalan-jalan,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,COD (Cash on Delivery),Transfer via ATM,,,menggunakan fitur Paylater,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,Barang rusak/ salah tetapi tidak dapat dikembalikan,,,,
Pria,50,S2,Karyawan BUMN,> Rp 10 juta,cilegon,2.0,Tidak,,Mobile Banking,ATM,Kartu Kredit,,,,Bank BNI,Bank Mandiri,Bank BCA,,,,,2-5 kali per bulan,,> 10 kali per bulan,,Kurang dari/ setidaknya 1 kali per bulan,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,,,,eMoney Mandiri,,LinkAja,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,,Pembelian delivery makanan,,,,,Pembayaran tol,,,,,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,,LinkAja,Cafe/ restaurant,,,,Pedagang kaki lima / warung-warung pinggir jalan,,Tetap,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,Website toko online Instagram,,,,,,,Gojek (GoFood,,,,,,,,,,,GoFood,Dapat memilih barang langsung,,Langsung dapat membawa pulang barang dan menggunakannya,,,,,,Transfer via Virtual Account,,,,Kartu Kredit / Debit Online,,,,,,,,
Pria,16,SMA,Pelajar / Mahasiswa,< Rp 2 juta,bandung,,Sama saja,Streaming video/ film,Mobile Banking,,,,,,,,Bank BCA,,,,,2-5 kali per bulan,2-5 kali per bulan,2-5 kali per bulan,2-5 kali per bulan,2-5 kali per bulan,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,,,OVO,,,,,,,,,Simple,,Promo,,,,,,,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,,Telah Top Up tapi saldo tidak bertambah,,QRIS,,,,,,,Tempat hiburan/ rekreasi (seperti bioskop,,,Menurun,Membeli makanan dan minuman secara online,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,,Gojek (GoFood,,Grab (GrabFood,,,,,,,,,GrabFood,Dapat memilih barang langsung,,,Sambil jalan-jalan,,,,,,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,,,
Pria,20,SMA,Pelajar / Mahasiswa,< Rp 2 juta,surabaya,12.0,Ya,Akses media sosial,Mobile Banking,,,,,,,,,,,,,> 10 kali per bulan,,> 10 kali per bulan,,,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,ShopeePay,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,,,Meningkat,,,,,,,,,,,online,online,online,online,online,online,online,online,online,online,online,Marketplace (seperti Lazada,,,,,,,,Shopee,Gojek (GoFood,Tokopedia,Grab (GrabFood,,,,,,,,,GoFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,,,,,,,,COD (Cash on Delivery),,,,,,,,,,
